文旅,#genre#
贝多芬F大调第二小提琴浪漫曲,https://vd3.bdstatic.com/mda-peq1e3x1g7q52ja9/360p/h264/1684976561916586254/mda-peq1e3x1g7q52ja9.mp4?v_from_s=hkapp-haokan-hbe&auth_key=1684978950-0-0-8b68264b4a0732ffaac98616e43a09fc&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=0750609050&vid=5491365402737423681&abtest=
贝多芬F大调第5春天小提琴奏鸣曲,https://vd4.bdstatic.com/mda-pet0gvr3r7kdykas/360p/h264/1685233625019713785/mda-pet0gvr3r7kdykas.mp4?v_from_s=hkapp-haokan-hbe&auth_key=1685241139-0-0-6af0d5d654a14e9c0668b59662e5d6ef&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=0139230276&vid=5281030834041024258&abtest=
《致爱丽丝 WoO.59》贝多芬,https://vd3.bdstatic.com/mda-mg58u076dipzhbz0/hd/cae_h264/1625646235683554348/mda-mg58u076dipzhbz0.mp4?pd=2&pt=0&cr=1&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0501237189&vid=8359931037731877277&auth_key=1712720301-0-0-4485b07af103b6add3858b04ae35410c&bcevod_channel=searchbox_feed
贝多芬c小调第8悲怆奏鸣曲,https://vd2.bdstatic.com/mda-mg5b8vtm3cju5p5q/480p/h264/1625558263597107523/mda-mg5b8vtm3cju5p5q.mp4?pd=2&pt=0&cr=1&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=3297453118&vid=11828670074672257289&auth_key=1713320697-0-0-a30626b499f9bbd96ee2bb811a0fdd4f&bcevod_channel=searchbox_feed
贝多芬第14月光奏鸣曲,https://vd4.bdstatic.com/mda-mg5au2sb1k8622nt/480p/h264/1625557153277374921/mda-mg5au2sb1k8622nt.mp4?pd=2&pt=0&cr=1&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=3373065154&vid=38271924206236308&auth_key=1713320773-0-0-66e04e2bd5767f257f1543651e524128&bcevod_channel=searchbox_feed
贝多芬第三交响曲第1乐章赏析,https://vd3.bdstatic.com/mda-mjkd2krxcu1it2dh/1080p/cae_h264/1634813602432270612/mda-mjkd2krxcu1it2dh.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2653597252&vid=12822362711970921107&auth_key=1712106853-0-0-214414b4d9cba4709398d39bb1c1be55&bcevod_channel=searchbox_feed
贝多芬第三交响曲第2-3乐章赏析,https://vd3.bdstatic.com/mda-mk0hqfx26hn4edkq/1080p/cae_h264/1635779665310513446/mda-mk0hqfx26hn4edkq.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2684269466&vid=13820830127762107864&auth_key=1712106884-0-0-102dfcd71f247e213ed55377bba45fb4&bcevod_channel=searchbox_feed
贝多芬第三交响曲第4乐章赏析,https://vd3.bdstatic.com/mda-mk5gecs8dvfp13am/1080p/cae_h264/1636204012661622557/mda-mk5gecs8dvfp13am.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2726168242&vid=18139556990971299624&auth_key=1712106926-0-0-15704d72acdf2a213a7ad53c78a0f130&bcevod_channel=searchbox_feed
贝多芬降E大调第三英雄交响曲,https://vd4.bdstatic.com/mda-pf7b6qy3hzz9xe9q/360p/h264/1686211010088034759/mda-pf7b6qy3hzz9xe9q.mp4?v_from_s=hkapp-haokan-hbe&auth_key=1686278129-0-0-e52e563f8e3f3bf038dc1b2a29d78702&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=0329842385&vid=3980179746208971622&abtest=
贝多芬第五交响曲第1乐章赏析,https://vd2.bdstatic.com/mda-mfbiy4r7zvz8dhbq/hd/cae_h264/1679586412236486256/mda-mfbiy4r7zvz8dhbq.mp4?pd=2&pt=0&cr=1&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2786993895&vid=6312129052511165463&auth_key=1712106987-0-0-3dd5887bf93b9f3e430348e07b3e07fa&bcevod_channel=searchbox_feed
贝多芬第五交响曲第2乐章赏析,https://vd3.bdstatic.com/mda-mfiirfb1m620gsp8/1080p/cae_h264/1624109685935623307/mda-mfiirfb1m620gsp8.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2830832923&vid=13112091584729473511&auth_key=1712107030-0-0-38eb76276aac04dde6b14776c96147e2&bcevod_channel=searchbox_feed
贝多芬第五交响曲第3乐章赏析,https://vd4.bdstatic.com/mda-mfqjsvzm8ebmibgt/hd/cae_h264/1679699876576892361/mda-mfqjsvzm8ebmibgt.mp4?pd=2&pt=0&cr=1&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2851509395&vid=5528102636518617648&auth_key=1712107051-0-0-ca18ffb414cd6ffd3d9d5ebe504bb2f8&bcevod_channel=searchbox_feed
贝多芬第五交响曲第4乐章赏析,https://vd4.bdstatic.com/mda-mfrj7ab4bmejz13x/1080p/cae_h264/1624716141168292160/mda-mfrj7ab4bmejz13x.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2882191728&vid=11208414301763300808&auth_key=1712107082-0-0-adc5629a141989300d4c3b0fa2da4d56&bcevod_channel=searchbox_feed
贝多芬c小调第五命运交响曲第1乐章,https://vd2.bdstatic.com/mda-pf66c26g2qbxt1qp/360p/h264/1686112321123866275/mda-pf66c26g2qbxt1qp.mp4?v_from_s=hkapp-haokan-hbe&auth_key=1686127101-0-0-889432d5fb9d376fa6020af3a4d79397&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=0501227463&vid=3579256184198014630&abtest=
贝多芬c小调第五命运交响曲,https://vd4.bdstatic.com/mda-pf7c0b6qt5rv0xpz/360p/h264/1686213029502686441/mda-pf7c0b6qt5rv0xpz.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1686278168-0-0-f674e9c6445109e5222828c6f413056f&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=0368465987&vid=3769801076839744145&abtest=
贝多芬第六交响曲第1乐章赏析,https://vd2.bdstatic.com/mda-mg19bx9ejf3047s8/1080p/cae_h264/1625229054083414321/mda-mg19bx9ejf3047s8.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2941539548&vid=665431694600165300&auth_key=1712107141-0-0-61e55be56a3f77d885d6dcbb59bea5e5&bcevod_channel=searchbox_feed
贝多芬第六交响曲第2乐章赏析,https://vd3.bdstatic.com/mda-mg9g9gkmybkdd2nd/1080p/cae_h264/1625921039793240003/mda-mg9g9gkmybkdd2nd.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2966915935&vid=8093930766379920031&auth_key=1712107167-0-0-0d9acb198c9b8474fa5439462b71fb00&bcevod_channel=searchbox_feed
贝多芬第六交响曲第3-4乐章赏析,https://vd2.bdstatic.com/mda-mgghfbrrzka4yrvz/1080p/cae_h264/1626525149912543343/mda-mgghfbrrzka4yrvz.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2994765426&vid=10309191515207283673&auth_key=1712107194-0-0-8f80cd0f1200c861f29b388e6e091fd1&bcevod_channel=searchbox_feed
贝多芬F大调第六田园交响曲,https://vd2.bdstatic.com/mda-pf7dtwn5tcc9qwih/360p/h264/1686217744573027460/mda-pf7dtwn5tcc9qwih.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1686278218-0-0-a93eda791e346a7f1648e7a6637c853c&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=0418228365&vid=4110755269178298439&abtest=
贝多芬第九交响曲第1乐章赏析,https://vd4.bdstatic.com/mda-mhuhp3zxn4fnagdq/hd/cae_h264/1630242225670875655/mda-mhuhp3zxn4fnagdq.mp4?pd=2&pt=0&cr=1&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2432503981&vid=8537674320350494738&auth_key=1712106632-0-0-ce4a58ed47e4ce7e8e0b24bc89cb4227&bcevod_channel=searchbox_feed
贝多芬第九交响曲第2乐章赏析,https://vd2.bdstatic.com/mda-mibh102xid9ptn8n/1080p/cae_h264/1631448713422473677/mda-mibh102xid9ptn8n.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2478115312&vid=10413739648473539269&auth_key=1712106678-0-0-3717d84cf18122447dec6d461edebc7f&bcevod_channel=searchbox_feed
贝多芬第九交响曲第3乐章赏析,https://vd4.bdstatic.com/mda-mii5idsfy9fmh9bm/1080p/cae_h264/1632049272809261756/mda-mii5idsfy9fmh9bm.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2519577096&vid=6433844958520741272&auth_key=1712106719-0-0-831109740b695a248e15f89da15ef5c6&bcevod_channel=searchbox_feed
贝多芬第九交响曲第4乐章赏析,https://vd2.bdstatic.com/mda-mj84j0pz9tgfg6sh/1080p/cae_h264/1633773691540121922/mda-mj84j0pz9tgfg6sh.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2540257904&vid=6258431984861199370&auth_key=1712106740-0-0-7a2a22727cfd537f889f3923aa6ea0d2&bcevod_channel=searchbox_feed
贝多芬d小调第九合唱交响曲第4乐章,https://vd4.bdstatic.com/mda-pf66eu54mzw00g4c/cae_h264/1686117243716333911/mda-pf66eu54mzw00g4c.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1686127136-0-0-0f627dfaeb8d138d26fc4790fd30aae4&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=0536519024&vid=4033959866489290638&abtest=
弗雷德里克肖邦《升c小调幻想即兴曲》,https://vd3.bdstatic.com/mda-mgd8954b58ir3tf4/1080p/cae_h264/1626243175965854140/mda-mgd8954b58ir3tf4.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0697048818&vid=18201497157440523161&auth_key=1712799697-0-0-2d4ae0acda59d5c2027527353c1d4f01&bcevod_channel=searchbox_feed
肖邦升c小调即兴幻想曲8岁王雅伦在荷兰国家广播电台演奏,https://vd2.bdstatic.com/mda-pfg19u9j1gex09k0/hd/cae_h264/1686964608513293041/mda-pfg19u9j1gex09k0.mp4?pd=2&pt=0&cr=1&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=1948043386&vid=4809245143500042519&auth_key=1686967348-0-0-2ec5b15c566d8aec3b06e4515301e19d&bcevod_channel=searchbox_feed
肖邦升c小调夜曲,https://vd2.bdstatic.com/mda-pfr4c0edrru8giwv/576p/h264/1687748721284600224/mda-pfr4c0edrru8giwv.mp4?pd=2&pt=0&cr=1&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0809716648&vid=5399635505586533013&auth_key=1687751009-0-0-eed8c6099c75f7d2a7969374a8510bf7&bcevod_channel=searchbox_feed
肖邦降E大调夜曲,https://vd3.bdstatic.com/mda-pfr4cr80djcwdkrd/576p/h264/1687748759382811710/mda-pfr4cr80djcwdkrd.mp4?pd=2&pt=0&cr=1&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0858687432&vid=5297972920992566764&auth_key=1687751059-0-0-cba47600f9e3337ed2c4487122889ad5&bcevod_channel=searchbox_feed
肖邦升c小调幻想即兴曲,https://vd3.bdstatic.com/mda-pfr4d8pxvm9is9zq/576p/h264/1687748794973326305/mda-pfr4d8pxvm9is9zq.mp4?pd=2&pt=0&cr=1&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0902815931&vid=4411277416397282821&auth_key=1687751102-0-0-5056e7d189acf9dd332bf0763b1c7375&bcevod_channel=searchbox_feed
肖邦升c小调圆舞曲Garrick Ohlsson演奏,https://vd4.bdstatic.com/mda-ka0r82nm9bwwi9yc/576p/cae_h264/1654825555640163332/mda-ka0r82nm9bwwi9yc.mp4?pd=2&pt=0&cr=1&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2644543487&vid=4765383654931222345&auth_key=1713496444-0-0-11fa138b3f0e368796f0557b48b80b05&bcevod_channel=searchbox_feed
肖邦降b小调夜曲郎朗吉娜,https://vd4.bdstatic.com/mda-pfqh94nftcurbqwq/hd/cae_h264/1687695387181052576/mda-pfqh94nftcurbqwq.mp4?pd=2&pt=0&cr=1&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2803042403&vid=5095158371878016118&auth_key=1687699003-0-0-700483a8fd4e7b97d4e7af35257a1e50&bcevod_channel=searchbox_feed&cntl_id=ct_dy_11_95&sle=1&sl=100&split=320579
肖邦降b小调夜曲作品9之1刘诗昆,https://vd3.bdstatic.com/mda-pfqh0d09fccfhsnp/hd/cae_h264/1687695216425009424/mda-pfqh0d09fccfhsnp.mp4?pd=2&pt=0&cr=1&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2947292466&vid=5667506997987497851&auth_key=1687699147-0-0-fb99e97a8f2c24c3a9497cd8cc202c34&bcevod_channel=searchbox_feed&cntl_id=ct_base&sle=1&sl=123&split=405079
肖邦6首夜曲,https://vd4.bdstatic.com/mda-kgjpuy7b2j5qugyu/v1-cae/1080p/mda-kgjpuy7b2j5qugyu.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2539952559&vid=14454611329047010375&auth_key=1709799140-0-0-b121456da115702a0ea229855799fa6d&bcevod_channel=searchbox_feed
肖邦21首夜曲,https://vd2.bdstatic.com/mda-pi4hpvyw90wvaay6/1080p/cae_h264/1693928276766684189/mda-pi4hpvyw90wvaay6.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2261925962&vid=3134121124183210719&auth_key=1709798862-0-0-0f35bdb859e6385b4d25328bf5160917&bcevod_channel=searchbox_feed
肖邦雨滴前奏曲,https://vd2.bdstatic.com/mda-pc2frct7kfuiz4ed/1080p/cae_h264/1677866872357091896/mda-pc2frct7kfuiz4ed.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=3022163051&vid=6424918625414831600&auth_key=1709799622-0-0-86bc41a8a93fbcf4d91f508a3ae16ca6&bcevod_channel=searchbox_feed
肖邦降A大调第6波兰舞曲英雄,https://vd2.bdstatic.com/mda-mgd8ywmg6mzv79b6/1080p/cae_h264/1626249014943876520/mda-mgd8ywmg6mzv79b6.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0874479108&vid=7765429400187454039&auth_key=1712799874-0-0-4a0501940d076235c135f0682417d8e6&bcevod_channel=searchbox_feed
肖邦降E大调第2夜曲Op.9No.2,https://vd3.bdstatic.com/mda-mgd9rfsmaqqzk1ib/1080p/cae_h264/1626264022960324866/mda-mgd9rfsmaqqzk1ib.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0923844147&vid=9226526742543622334&auth_key=1712799923-0-0-341120ec6af30d3bfe030371c99f8ba6&bcevod_channel=searchbox_feed
肖邦降b小调夜曲郎朗吉娜,https://vd3.bdstatic.com/mda-ma016m2wi8ajrntj/v1-cae/hd/mda-ma016m2wi8ajrntj.mp4?pd=2&pt=0&cr=1&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=3145036582&vid=6214377575884842494&auth_key=1709799745-0-0-6fbfce9df34552da29cac80637b46257&bcevod_channel=searchbox_feed
肖邦升c小调幻想即兴曲,https://vd3.bdstatic.com/mda-mgd8954b58ir3tf4/1080p/cae_h264/1626243175965854140/mda-mgd8954b58ir3tf4.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=3220600695&vid=18201497157440523161&auth_key=1709799821-0-0-d2c0843ac272d429a6a788dd3564e78e&bcevod_channel=searchbox_feed
肖邦《第一钢琴协奏曲》肖赛冠军刘晓禹演奏,https://vd2.bdstatic.com/mda-ngua2ek6ezap27t0/576p/h264/1659078408810086050/mda-ngua2ek6ezap27t0.mp4?pd=2&pt=0&cr=1&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2411247809&vid=11519650692901937509&auth_key=1709799011-0-0-91aebd62a1ff4d3be5c2c0561f48e33d&bcevod_channel=searchbox_feed
肖邦《F小调第二钢琴协奏曲》Op.21,https://vd4.bdstatic.com/mda-mgck8k68nwbwe8h0/576p/cae_h264/1654076583168827355/mda-mgck8k68nwbwe8h0.mp4?pd=2&pt=0&cr=1&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2742720113&vid=16496707195757336495&auth_key=1709799342-0-0-d57d922fdfd9cb60eeea7468c7d16790&bcevod_channel=searchbox_feed
帕格尼尼第18变奏,https://vd3.bdstatic.com/mda-mig5aghauj47bv3r/hd/cae_h264/1631850742157762560/mda-mig5aghauj47bv3r.mp4?pd=2&pt=0&cr=1&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2331221357&vid=4613612749620943291&auth_key=1713064131-0-0-208205309a32de0243c577858ed5c33e&bcevod_channel=searchbox_feed
钢琴曲14首,https://vd3.bdstatic.com/mda-qahbt4q7pzf9m5zm/cae_h264/1705629694660337800/mda-qahbt4q7pzf9m5zm.mp4?pd=2&pt=0&cr=0&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2937495826&vid=9054603265101913164&auth_key=1709799537-0-0-a38bc2805d99eb1ebfe094fcd3f983c3&bcevod_channel=searchbox_feed
王羽佳与卡蒂雅,https://vd4.bdstatic.com/mda-metcg5t7ugjv2y99/hd/cae_h264/1679669332927931115/mda-metcg5t7ugjv2y99.mp4?pd=2&pt=0&cr=1&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2118392875&vid=14573660053082182728&auth_key=1712801118-0-0-fa9c308414011386897a2496e8d0bb0d&bcevod_channel=searchbox_feed
李斯特《水上吟》王羽佳,https://vd3.bdstatic.com/mda-mienm25380zgw8ac/1080p/cae_h264/1631724422996703935/mda-mienm25380zgw8ac.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2282297961&vid=3507672578321797867&auth_key=1713064082-0-0-10b28130e4c8b3e7de391bcc99738179&bcevod_channel=searchbox_feed
舒伯特降E大调《第二钢琴三重奏》王羽佳 雷诺·卡普松 麦凯莱,https://vd2.bdstatic.com/mda-ph11tywj710pufzh/hd/cae_h264/1692303529811004768/mda-ph11tywj710pufzh.mp4?pd=2&pt=0&cr=1&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=1253679106&vid=4170097920930844330&auth_key=1707983455-0-0-36a21024cf81b5a82eb6654c7fa14ee3&bcevod_channel=searchbox_feed
弗朗茨李斯特《匈牙利狂想曲第2号》,https://vd4.bdstatic.com/mda-mgda9rst7xuij89p/1080p/cae_h264/1626307273090320396/mda-mgda9rst7xuij89p.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=1063584154&vid=17564072960615873155&auth_key=1712800063-0-0-a5a37eb6837c0374757171e736616096&bcevod_channel=searchbox_feed
勃拉姆斯《d小调第一钢琴协奏曲》巴伦博伊姆、西蒙·拉特尔,https://vd4.bdstatic.com/mda-pmnaphec9xp6j7uh/hd/cae_h264/1703344612392369461/mda-pmnaphec9xp6j7uh.mp4?pd=2&pt=0&cr=1&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0722204220&vid=14165399604209956992&auth_key=1712104923-0-0-76571709dac3f9e68c10cf33eee03fed&bcevod_channel=searchbox_feed
勃拉姆斯《D大调小提琴协奏曲》作品77朱莉娅·菲舍尔,https://vd3.bdstatic.com/mda-qc1ettpam409an47/1080p/cae_h264/1709378046733615293/mda-qc1ettpam409an47.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0983056209&vid=6570388961473752787&auth_key=1712105183-0-0-c471bf9788aa55be7cb2eeef891c3f85&bcevod_channel=searchbox_feed
勃拉姆斯圆舞曲No.15 Op.39,https://vd2.bdstatic.com/mda-mgjbqis0hvse6wac/1080p/cae_h264/1626850858755162479/mda-mgjbqis0hvse6wac.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2691740890&vid=6949269686720415220&auth_key=1713064492-0-0-cf5c589e95173c892def067564a6e0af&bcevod_channel=searchbox_feed
勃拉姆斯第一交响曲第1乐章赏析伯姆1975,https://vd2.bdstatic.com/mda-mmk93q5t39es7i76/1080p/cae_h264/1640101961966325477/mda-mmk93q5t39es7i76.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=1087651225&vid=6384696433825685503&auth_key=1712105287-0-0-c507ed7299765c6edde35df1b4762589&bcevod_channel=searchbox_feed
勃拉姆斯第一交响曲第2乐章解读赏析,https://vd2.bdstatic.com/mda-mmt7hqbf65vam9pk/480p/h264/1640669393077136921/mda-mmt7hqbf65vam9pk.mp4?pd=2&pt=0&cr=1&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2282502153&vid=522778682065782343&auth_key=1712106482-0-0-d2faac2d037ab5c9ba10b19d2bda72eb&bcevod_channel=searchbox_feed
勃拉姆斯第一交响曲第3乐章解读赏析,https://vd4.bdstatic.com/mda-na9e5x4c276pqwgw/1080p/cae_h264_delogo/1641809670996592662/mda-na9e5x4c276pqwgw.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2313508338&vid=13609539629623588565&auth_key=1712106513-0-0-e8cf9db9820f045afbacbb20acb286b4&bcevod_channel=searchbox_feed
勃拉姆斯第一交响曲第4乐章解读赏析,https://vd4.bdstatic.com/mda-nan61kvc0igana7e/1080p/cae_h264_delogo/1642913271336385929/mda-nan61kvc0igana7e.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2351334251&vid=3129367824150364725&auth_key=1712106551-0-0-f2511d3dfceec36dd37a5b3630ce142b&bcevod_channel=searchbox_feed
勃拉姆斯第一交响曲拉斐尔·佩亚雷蒙特利尔交响乐团,https://vd3.bdstatic.com/mda-macmvr29r88m1khf/v1-cae/mda-macmvr29r88m1khf.mp4?pd=2&pt=0&cr=0&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=1376849785&vid=5067633480923589167&auth_key=1712105577-0-0-e29e95dfbed6d97244ebc8b83ad00bb1&bcevod_channel=searchbox_feed
勃拉姆斯第一交响曲德累斯顿 布隆斯达特,https://vd2.bdstatic.com/mda-kgbkqz2u3kj1v9rq/v1-cae/hd/mda-kgbkqz2u3kj1v9rq.mp4?pd=2&pt=0&cr=1&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=3171837336&vid=3661058786847742576&auth_key=1712107371-0-0-52158bc86b9a4f2401a7accdaeab2417&bcevod_channel=searchbox_feed
勃拉姆斯《e小调第四交响曲》卡洛斯·克莱伯指挥巴伐利亚交响乐团,https://vd4.bdstatic.com/mda-qb19fup58in1p9k3/576p/h264/1706856182550225593/mda-qb19fup58in1p9k3.mp4?pd=2&pt=0&cr=1&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0821146505&vid=8832283858735657048&auth_key=1712105022-0-0-650fbb76f13aae48b280967eb7e7b029&bcevod_channel=searchbox_feed
拉二王羽佳托马斯指挥伦敦交响乐团,https://vd2.bdstatic.com/mda-pdf3crmivjyq1qu6/hd/cae_h264/1681646949567130711/mda-pdf3crmivjyq1qu6.mp4?pd=2&pt=0&cr=1&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=1141360038&vid=13987617932581618003&auth_key=1707983341-0-0-8daaee5e5661d487bc3ff44fba726256&bcevod_channel=searchbox_feed
拉二,https://vd3.bdstatic.com/mda-ngua0e5hc589f1pe/576p/h264/1659078256107186758/mda-ngua0e5hc589f1pe.mp4?pd=2&pt=0&cr=1&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=3531955133&vid=12175069525050887514&auth_key=1710289732-0-0-954feeb5c6a8006c10f6a81eb0f674a2&bcevod_channel=searchbox_feed
拉二基里尔·格尔斯坦柏林爱乐森林音乐会,https://vd4.bdstatic.com/mda-nfs7x9hijgksm6fx/hd/cae_h264/1656308718681325770/mda-nfs7x9hijgksm6fx.mp4?pd=2&pt=0&cr=1&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0011708246&vid=11918708824994040848&auth_key=1708133411-0-0-9434c66d8b16aa2f1b956466ef47ab1b&bcevod_channel=searchbox_feed
普三王羽佳阿巴多卢塞恩音乐节,https://vd2.bdstatic.com/mda-pdgkmpm1bry2vi34/hd/cae_h264/1681747809128262396/mda-pdgkmpm1bry2vi34.mp4?pd=2&pt=0&cr=1&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0999559571&vid=6752315470653744599&auth_key=1707983200-0-0-010da5fa9aaf9074d8589cfb65636f9e&bcevod_channel=searchbox_feed
保罗·林克 柏林的空气,https://vd4.bdstatic.com/mda-pf89aagyrb8uujm1/360p/h264/1686292648558606144/mda-pf89aagyrb8uujm1.mp4?pd=2&pt=0&cr=0&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=3016766046&vid=4109167982236518732&auth_key=1708132816-0-0-57656e3ae5afeabbc7bd9181e79f0590&bcevod_channel=searchbox_feed
穆索尔斯基《图画展览会》捷吉耶夫指挥慕尼黑爱乐乐团2017,https://vd3.bdstatic.com/mda-qb18vguvi9qbqu97/576p/h264/1706854635170610827/mda-qb18vguvi9qbqu97.mp4?pd=2&pt=0&cr=1&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=1595556495&vid=8469601772075325804&auth_key=1707983795-0-0-2e602417ada3b20422c0002032014f46&bcevod_channel=searchbox_feed
里姆斯基科萨科夫《一千零一夜》交响组曲,https://vd2.bdstatic.com/mda-pc28iuxr8knkwc16/1080p/cae_h264/1677882037476132480/mda-pc28iuxr8knkwc16.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=3572785367&vid=3911519700369999173&auth_key=1713137372-0-0-ee4c7cb9094ba57e49151e9eec521428&bcevod_channel=searchbox_feed
里姆斯基科萨科夫《舍赫拉查德（天方夜谭）》 Op.35交响组曲,https://vd2.bdstatic.com/mda-ncjp0iisxyjpxwnn/540p/h264_cae_delogo/1647792957021816973/mda-ncjp0iisxyjpxwnn.mp4?pd=2&pt=0&cr=0&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0051625254&vid=4015258737107078973&auth_key=1713137451-0-0-5de58763eb48748283201cbedacb171f&bcevod_channel=searchbox_feed
里姆斯基科萨科夫《西班牙随想曲》音乐学院交响乐团,https://vd3.bdstatic.com/mda-qchpxtenbx87w86u/1080p/cae_h264/1710878794842071176/mda-qchpxtenbx87w86u.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=3498859747&vid=9922033251510789614&auth_key=1713137299-0-0-8d0bc6f618314095e10e076717f0e8d0&bcevod_channel=searchbox_feed
